labels,tweet
1,Beyond exhausted. Can't wait to be done with art history and cuddle up with Netflix for the night
1,BF gone come home and see ain't no food cooked
1,"love you, thanks for coming! Can't wait to hang out"
1,"Bicyclists, it's one thing to hog the road, but it's quite another to expect us to know your fancy hand signals. Also, I can see your balls."
1,I said sweeping and dishes not cleaning a room
1,is the 18 + move for Wednesday & ITS FREE ALL NIGHT
1,""" thats good enough "" he then wrapped her around his arm then spreads his dark wings "" you ready? """
1,Big Bear is looking great for this season hope it keeps dumping snow up there see you thanksgiving weekend
1,it was good. But man it was intense and dark.
1,Ask him how he become so amazing... Why everyone loves him... Is it hard being so pretty...
1,Big Change on Twitter?
1,doing nothing but always present in everyone's talk in the house. she is great and we support her
1,"Biggest lie I tell myself : "" I don't need to write that down, I'll remember it. """
1,Biggest lie of all time : The doctor will be with you in a couple of minutes.
1,I have to put up with bullies.
1,did the history homework? I'll love you 5Ever
1,im glad u find that funny lol im sad.
1,Big sports night here in the DMV. Probably time for most of the fans to start paying attention.
1,yea and the police had no sense of gaming stupid reckless driving ticket
1,just because you kill every high level person who objects to you doesn't mean we don't know who you are you repulsive rapist
1,we need to talk. I'm a very important person who you don't know yet. We must stop Trump.
1,"Bill Gates : Capitalism can't save us from climate change Nor can Socialism, GW alarmism, or any other kind of 'ism!"
1,You have always been an idol for me so I would appreciate any help for a student with depression be it advice or financial
1,it's so funny that people legit think Obama is gonna go in their homes and steal their guns from then
1,"Bill, I was very proud of you on Colbert. You should be too. That's exactly what needed to be said & how."
1,You are right about one thing. This election absolutely IS referendum on decency & you have proven you have none!
1,now now Billy... It's just a opportunity to play a course that he can never get on
1,Bio is consuming my life
1,Biology & geometry test tomorrow.. Yay!
1,Bio test in 3 hours and still don't know have of the material
1,birds are so cute and dumb and pure
1,Birds that land and then walk across the street... What the fuck is wrong with you?
1,BIRTHDAY CANCELED (THANKS )
1,Bitch at subway had hickeys on her neck... That's so attractive...
1,"Bitches be 16 and 17 with a twin size bed, talking bout some "" I hate sleeping alone "". Bitch you have no choice"
1,"Bitches be havin long CAPTIONS on a pic "" Deep within the mountains & a bright sun a gorgeous girl was born. "" all I see is a HOE in leggings"
1,"Bitches be like.. "" I don't like you "" I be like...? KEEP CALM I DON'T EVEN KNOW WHO YOU ARE"
1,Bitches be on Instagram making bath time look like a tropical paradise.
1,"Bitches be posting twerk videos on Facebook, but be too shy to present their project in class."
1,"Bitches be trippin. Well, I might have pushed that last one."
1,"Bitches be tweeting "" I'm horny. "" What do you want me to do? DM you a dick?"
1,bitches be wear 'n anything. Why in the mirror all obese think she sexy
1,bitches b trying so hard to make you mad! I'm living pretty damn well how can you possibly upset me? Ooh
1,"Bitch, I will punch you by accident on purpose."
1,Bitch move from the sunlight. l hate the smell of burning plastic.
1,Bitch reply back NOW Lmfao
1,"finish the rest of my chips right now. im so hungry and tired, i cry. i can't say i won't bc i'm not a breakfast person. yay"
1,raid. Hoping to get on tonight or the weekend. I really suck at it.
1,"blackboard, it was super cool of you to stop working in middle of my online assignment. i really do appreciate it."
1,i was upset when I saw but oh well :/
1,"So, just to be clear, you think gay people and those that speak other languages are ok, right?"
1,blasting Hollywood undead. fuck yeah
1,Yeah! I was getting dead excited for some rebel-blasting action
1,and dry humping the air
1,Blood work in the morning for testing then another round in the afternoon -life
1,Bloody great
1,This is a major surprise...
1,Happy Birthday David! Ignore the haters ; there are plenty of the silent majority that greatly appreciate your work!
1,oh oh makes sense
1,blows my mind how girls expect VS & michael kors when i would be the happiest girl in the world if u picked a flower out of the ground 4 me
1,blue is the new black xD
1,bluntess :perfect nails - or
1,lines comes on* me : I hate this song me : ew please turn this off me :me :me :... I know you want it
1,I think u will look good after the pool.. even better ur all wet.. just a good gesture to u.. lol
1,We love you! Your family is in my prayers. Hope your mom is doing better. Praying for wisdom for the doctors too!
1,Thanks for a fun evening at the improv class. It was a great introduction. Can't wait to take more classes.
1,When will the video schedule for the be posted?
1,can't wait and I feel sure you guys hit it out of the park!
1,it was a harsh way to leave! ;( cool
1,nope I'll be closing my account Monday once my money comes in
1,your stupid maintenance fee caused my acct to overdraw. I'm already a broke college student. Insult to injury. I love it.
1,: sure if I'll pen second half of autobiography : Naseeruddin -
1,great show guys am tuned in ready for married
1,ready for marriage guy is not just-not -ready. He is not emotionally connected to her.
1,A round of applause for that meta love We stay WOKE. Fuck those who are too asleep to think for themselves
1,Boobs make me forget about all the bad things in the world.
1,Boobs : Proof that men can pay attention to two things at once.
1,Booked my first driving test
1,"Bored? Simply send a text message To a random number saying : "" I'm Pregnant """
1,"Bored, so I'm going to find a kid that looks like me and tell him I'm him from the future."
1,Borini has changed this game
1,Borrow money from a pessimist - they don't expect it back.
1,Borrow some tools from your neighbor and return them one by one covered in blood until they move.
1,Boss thinks his 9 and 11 year old kids know all of the lyrics ever better than I do.
1,both classes canceled tomorrow HAHA I LOVE LIFE
1,"Both Jason and I got into the weekend Overwatch Beta. I know he will be happy about that. I suck at FPS, but I'll test it."
1,Bouta knock this homework out of the park then snuggle with my love
1,Boy bands should be exploded from a great height. They're just pretty people singing music written by others.
1,Boy do I love running
1,": make time for you, even if it's just five minutes of the day. """
1,Boy : Hey send me a pic ;)Girl : Ok... promise you won't show any one?Boy : I promise I won't.. Friends : DAAAAAMNNN!
1,Boy. It's cold than a bitch
1,Boy. My living leadership class for college students sure is the bee's knees.
1,boys are dumb and they don't matter. stay cute & pay attention in class baby girl. that's all you'll ever need. not no damn boy
1,boys are so cute and so dumb
1,"boys are the opposite of sour patch kids, first they're sweet then they're sour"
1,boys fall for me because i trip them with my laptop charger
1,"Boys like blondes better "" - my mom. She's so supportive of me"
1,boys need to work on keeping their Instagram up to date with good pics. I can't show my mom some pic of a fish you caught 120 weeks ago
1,"Boy : So, you like bad boys? Girl : Yeah. Boy : Well, I'm not trying to impress you or anything, but at Walmart I enter through the exit."
1,"Boy : spell me, Girl : M -E. Boy : you forgot the D, Girl : there's no D in me, Boy : not yet."
1,Boys that still get influenced by their friends and treat girls like crap because they think they look smart have a lot a growing up to do
1,boys who arent afraid to tell u when they miss u are the best
1,Boys who are willing to give back massages without anything in return are the ones you keep.
1,boy These Hoes Leave The Get Fake In Start Fuccing Yo Nigga A Soul I Trust
1,"Boy, you know all I do is stay up all night losing sleep over you"
1,if I can just get through his test tm the rest of the day will be great
1,Because that was totally the only issue I raised in this entire discussion
1,"Yeah of course, love not having a day off ever and I love hangover Sunday's in work"
1,it's been great! :) just busy with college life haha
1,Bragging about drinking and smoking makes you look soooooo coooool
1,Hi. ABSORB here and I hope you've had a great week so far. It sounds like you're busy as ever
1,brain : here's a good memory with someone who ended up really hurting you me : why did you bring me this brain : just because
1,"brain : instead of going to bed now, lets stay up another 5 hours doing nothing productive. me : why brain : you gotta"
1,"Oh that's nice, I don't need some fag to believe me"
1,and Quetta is my first favourite
1,but I'm and I'm a
1,"Breaking news : After the excitement of finishing filing all the B's yesterday, today I start on the C's. Work is so exciting! -_-"
1,BREAKING NEWS : Drake has agreed to donate some of his eyebrow hair to Lebron James hairline.
1,I have to wait until after school to get a card and put money on my iTunes account
1,breathe if u want to date me *everyone holds their breath and dies* oh
1,love you too jerk
1,I think she needs more make up!
1,lol thanks and tell her Ima get fucked up
1,oh. yeah. HAHAAHAHAHA UGH I LUV THEM ALL THO
1,Yeah. My body is covered in hives
1,This is more contemptible than the former :
1,"been there, done that... this week actually.. have fun being WIDE awake until 3:30am sending love"
1,bro that's so childish like what's the point of a license without a car? Thank god my sister drives tbh
1,Bring back Henery
1,and I are clearly the best ones on our intramural volleyball team
1,I would like to know of u can't seem to get out from under a controlling family member what?
1,"Love how your back Brit! love you, looking wonderful too"
1,this one is the best second album of you ever
1,yay then you'll be free this weekend you can treat yourself to awkward animals yeah girl people were going crazy over here
1,"Broccoli : "" I look like a tree. "" Walnut : "" I look like a brain. "" Mushroom : "" I look like an umbrella. "" Banana : "" Dude! Change the topic. """
1,hahahaha how I miss sharing a wall with you
1,Bro. I'm covered in hives from head to toe.
1,Broken finger and a green card 5 minute penalty. Great game ( )
1,Broken phones aren't fun. So if you need to get a hold of me just send me a Facebook message.
1,Because us discussing who is going to be 1st or 2nd will change or predict how things go..
1,"I need you to go to jail on Tuesday morning, sis."
1,Bronchitis is so much fun
1,I was LITERALLY typing out a text about how Pinterest just put way too many thoughts in my head hahaha
1,are u finishing your lab tonight
1,"Bros before hoes "" is something a bro without a hoe would say."
1,"have spent all day trying to get mfc-j5910dw printer to connect to google account... just get "" internal error "" happy :("
1,Bro your pizza smell like the inside of my boots after a long hot day at work. Don't bring that in the bus
1,no wonder there's no food when I come home
1,yes those are often words that spring to my mind to describe you
1,Bryson was amazing last night. I love how much he showed his appreciation. Really think I might make that move to see him again tonight
1,"BTW First rule of asking a question, know the answer."
1,"btw mom, thanks for not waking me up :) missed the doctors appointment"
1,"BTW, the incoming storm has been upgraded. That's what we like to hear! The forecast was for a few inches on the"
1,IT'S GONNA BE SO UNBELIEVABLY LIT i'm going there for the summer and i swear i'm working like never before there
1,": saved yourself being suspended with the "" son of pike"
1,awesome. I cannot wait. Overdue. Plus my kids r in school so my lil girl won't beg to come watch
1,bugs are so rude they just land on u and completely violate your personal space like wtf is your problem man
1,"Building without a permit, driving without a license : The Tom Hyland Lifestyle"
1,Building Women's History Games this month. I can't wait to see the finished products.
1,bumping into people u kinda know but also dont in public is so awkward like do i greet u or pretend u dont exist
1,Bump that music...
1,Bungee jumping is like getting head from an ugly girl. It feels great but just don't look down.
1,burnt biscuit AND hot chocolate that taste like coffee... morning is off to a good start...
1,Burnt my finger on a glue gun looks super and
1,"Burnt out, 2 more work days then a nice week off, need some fun back in my life"
1,was loosing his virginity again *
1,Bushy ass eyebrows are great for rain
1,8-10 am free Breakfast + bus ride to polls. 12-2pm free Lunch + bus ride to polls. Because the DNC loves you all.
1,absolutely pathetic this is the headline story n not about racist piece of crap Egyptian who refused to shake Israeli hand
1,cuz she looks like a clueless liberal whose never created a job in life ever and wants to take more of your money
1,This reminds me of Batman. He too is a billionaire king in his tall building. He too comes out to clean the swamp outside.
1,"Busy day at the office - on here, just brewed up some Jet Fuel on my Bunn k-cup, all while being a fashion scofflaw..."
1,Busy day! busy is great... contact us to see what we we're doing and how we can keep you busy developing/ managing your business
1,busy days but I'd rather be workin hard towards something great than be ignorant enough to sit & wait for it
1,But also a fire alarm going off when it's freezing and raining is not great
1,But can't even get 2 them unless I download the app
1,But glad you don't mind telling people.
1,but honestly i feel like i've earned my accidental random encounter with a celebrity by now
1,But how can I sleep when the boys upstairs sound like elephants lol bye
1,But I CANNOT go to sleep without cleaning my room & getting in the shower
1,BUT I CAN'T HELP FALLING IN LOVE WITH YOU teach me how to move on from a night filled with pag-ibig at sakit.
1,But I have been not to good this year hoping to get back on top next year hit me up if you need event photos doing
1,But i'm glad that bitch DA is gone
1,But I'm hurting that I'm that excited to see it
1,But I'm like 25% Greek (no joke ) through my *sperm donor *'s side of the family I have the right to say gaga is on my homeland LMFAOO
1,But I'm literally terrified of bringing them around whoever I hangout with because of good looks.
1,But it's cute u thought we were
1,But it's the last lab soo yay I guess
1,But I've been wanting them since high school so yay for me
1,"But mom what if I get kidnapped? "" Mom : Trust me, they'd bring you back"
1,But nothing beats marine wife life
1,"But of course, at the end of the day no one cares. If ND loses next weekend at Stanford, they suck in many peoples ' eyes"
1,But people begged and begged to change the policy if rain should happen to come past halfway this weekend
1,But really though
1,but sadly puberty still didn't make me hot i'm so pissed
1,"But surely can save me till death. The Apple Watch will not save you from death. """
1,Butterflies? I feel the entire zoo in my stomach when I see you.
1,"but the others, hell yeah i have been blasting them all day"
1,lOLL it's got some really good Foggy and Matt history & some excellent angst :D
1,But when I come home from work aint no food cooked for me.
1,But yay because my schedule is cool and I only have Tuesday and Thursday classes
1,but youre in love with jerks etc
1,Buying a donut at store : Other guys :2 donuts Virgin guy : Pack one donut
1,Buy me cute underwear and oversized hoodies and let me fall asleep in your lap
1,Buzzing to work another rangers game
1,n I tend to sleep a lot in an attempt to ignore my problems so bye
1,"By all means, If you get a good wife, you'll become happy ; if you get a bad one, you'll become a philosopher."
1,By far the best text I have received in a really long time.
1,by the end of summer i just wanna be an upgraded version of myself
1,UMMM DUH A BUNCH OF LIL ALEX N ASHLEYS ARE GONNA BE SO FUNNY I CANT WAIT TO BABYSIT
1,Cab driver asked me if I like music. I said yeah and now he's blasting magic. Why is it always me
1,If you're going to silo your ideas then I'll be forced to move this conversation over to GeoNet.
1,would love to know how Willard is still in charge. Being up early and missing free throws late is the SHU way apparently
1,I have that affect on people... Jk miss you too.
1,calc first thing in the morning was such a great idea
1,calling me ugly isn't even an insult because i know already
1,Calling Someone Ugly Lowers A Persons Self Esteem Cool
1,"Call me crazy, but I really prefer the term mentally ill."
1,"I'm going to bed cuz a miracle happened and I finished homework before 11, but I wanted to say good night and that ur awesome"
1,"Call me Nemo, cause I'm not afraid to touch the butt."
1,yeah good banter from you
1,haha by then it'll be a whole new surprise because you might forget you ordered! ;)
1,I'll be thinking if you while I'm sleeping lol
1,does he have a chip is he undefeated and we're still arguing on if he's the best player on his team we know steph is
1,Came out from a test to see that my clippers are doing great
1,": I'm perfectly fine with you dumping all of your problems on me, I want to do anything to help you "" yey great man do that"
1,"I've been waiting for that time soooooo long! I'm so happy, I can't wait to see u start posting!!"
1,same like i cant sleep unless its cold i feel like that the only way i can relax
1,thats fucked up thanks
1,you can pay my phone bill too if you want.
1,algebra 2 is the best
1,Campus alerts make me feel so safe
1,Can already tell 3 hour Bio labs are gonna be loads fun
1,Can always count on pleasant weather when returning home to England from a holiday
1,Can anyone recommend a good movie to kinda listen to while I stare at my phone?
1,"Can a woman make you a millionaire? Yes, but only if you are a billionaire."
1,Cancel brithday plans great! Doing nothing now
1,Cancelled my train again great start to the week. But that's ok because my mate says you're really efficient.
1,"Cancer or not, for her crimes if convicted, she must spend the rest of her life in Jail. "" "" wow"
1,Canelo and Cotto are both great fighters and filled with class. I can't wait to see them fight
1,"Can everyone come to my funeral in FBI outfits, stand at the back & not say a word to my parents so they think I lived a cool double life."
1,Can go home on D3 night yay
1,can gossip girl come back with a spin off about chuck and Blair after marriage? I would binge watch the crap out of that
1,can i apologize in advance for basically everything i will ever do
1,"Can I be on the "" Stars! They're just like us! "" page in US Magazine cuz I shaved one leg but forgot to shave the other."
1,Can I borrow a kiss? I promise I'll give it back.
1,can i get a high five if ur an emotional wreck who eats too much food
1,"Can I have her phone number after she loses her virginity, I believe in recycling!"
1,"CAN I HAVE YOUR ATTENTION PLEASE : Oh... I have nothing to say, I just crave the spotlight."
1,Can I just drop it like it's luke warm? It's been a long day and I'm tired.
1,Can I just fast forward my life to the point where all this pain and suffering is just a bad memory.
1,Can I just get my hair done and it not rain?
1,can i just move to new york to have a cute lil penthouse already
1,"can I play with your hair? "" is basically a marriage proposal GOD YES YOU CAN PLAY WITH MY HAIR"
1,"Can I see your phone? "" "" One second "" *Delete, delete, delete* "" Okay here you go."
1,can i sell my feelings cause i dont want them anymore
1,Can I sell my feelings on because I don't want them anymore.
1,can I skip to the part of my life where I'm financially stable and have someone to sleep next to every night
1,can I sleep for 3 years and wake up with my degree already
1,can I sleep for 4 years please and wake up with everything that i want
1,"Can I sleep one more day? Can I have one more Sunday? Good morning ppl, have a great week"
1,can i take a break from everyone for just a lil while
1,Can Monday come any faster
1,cannamagazine : Cannabis Conferences In South Florida Spark High... - or
1,"Cannot get enough of new album. It is literally everything. Need to see her live, like ASAP."
1,Can not wait for my train back to leeds next monday after two days on it at the festival next weekend
1,"Cannot wait for the "" why am I tanner than you when you go to school in Florida "" when I get home"
1,Cannot wait to hear this kids comments today in class...
1,"can one of my friends have a baby so I can babysit, oh wait I only have one friend, so have a baby."
1,Can someone tell me?Out there in Twitter Land My Tweets only go back to 6 days ago? I know I rant on what s Safe vehicle Toyota R
1,can still sleep for half hour
1,Can't Belive it's our last night in our apartment sad xxx
1,Can't decide if I want to put my soup in the microwave for 30 seconds & have luke warm soup or 31 seconds & have 3rd degree mouth burns
1,Can't decide whether to watch Monsters University or Workaholics rn... It's hard bc they're just so similar!
1,can't focus on homework because tomorrow is the start of the most awesome week
1,"can't get over how good it's gunna be, shame we've got like atleast 2 years to wait xD"
1,"Can't see the word "" literally "" without reading it in the voice of Rob Lowe as Chris Traeger in Parks & Rec."
1,"Can't sleep at night, can't get up in the morning."
1,Can't sleep. Have to be at my store in four hours.
1,"Cant someone from Internetmana just take the media to the NSA building RIGHT NOW, storm the ramparts and just"
1,cant wait 2 dip outta highschool and be done with all the assholes
1,Can't wait for Austins cough to go
1,Cant wait for class!
1,Can't wait for detention tomorrow
1,"Can't wait for Kyrie to come back any day now.. Cough, cough"
1,"Cant wait for life to be "" fun "" once you're out of highschool"
1,Can't wait for nutrition.
1,Can't wait for the anime only watchers to witness the greatest bromance in history.
1,Can't wait for the day I finally have a cough free day.
1,cant wait for the day i have my own cute lil apartment in new york with my 2 dogs and boyfriend
1,Can't wait for the rain to ruin my hair!
1,Can't wait for these history quizzes to be history
1,Can't wait for these new episodes of Amazon's The Man in the High Castle.
1,Can't wait for this cough to go away so I can run again. Babylungs is struggling rn
1,Can't wait for this semester to be over so I won't have to hear this guy cough in class anymore.
1,Can't wait for tonight ; tv & chocolate (&cough mixture ) with boo
1,Can't wait for videos of Niall drunkenly singing history with entire pubs during the hiatus
1,"Can't wait for warmer weather so I can just throw on a dress and people will be like "" omg you look so cute "" and I didn't even have to try."
1,"can't wait til I can finally tweet "" *insert college* MT Class of 2020 "" but that won't happen until April so boohoo"
1,Can't wait till Manziel has Sterling Shepard next year and Josh Gordon (if he can stop drinking the cough syrup ). And maybe a decent O line
1,cant wait til my niece & nephew are 18 and they dont need me to babysit for them anymore and i can bring them to the pub w/ me instead lmao
1,Can't wait to actually start my life. High school is so temporary I feel like some people really forget that.
1,Can't wait to babysit Niya lol
1,Can't wait to babysit
1,CANT WAIT TO BE DONE WITH HIGHSCHOOL MAN
1,Can't wait to be married and have married friends and all have houses with a career and have bbqs and big families
1,Can't wait to come home and get lit! cough *
1,Can't wait to cough like a maniac through all my classes tomorrow
1,Can't wait to delete everything on my phone to get iOS8...
1,Can't wait to do a whole lot of nothing today...
1,Can't wait to get drenched on my walk to class
1,Can't wait to get my license and own car so I can sing as loud as I want without anyone telling me to shut up
1,Can't wait to get out class I already know what I want to go eat
1,Can't wait to get this sponsorship *coughcough*
1,CANT WAIT TO GET UP AT 3am TO STAND IN THE COLD WITH YOUR PARENTS AND WATCH YOU GET SWEATY
1,Cant wait to get up at 3 and drive all the way to AC
1,Can't wait to get up bright and early tmrw!
1,Can't wait to go back to Gate 2 *cough* I mean Masoc lol
1,cant wait to go home and babysit
1,can't wait to go home and do my research paper!
1,Can't wait to go home and suck my birds toes
1,"Can't wait to go home, shower, and take some NyQuil and pass ouuuuut. This cough is getting ridiculous"
1,Can't wait to go to Dallas so I can see what this cough is about seems like an upper respiratory infection I been sick since Halloween
1,Can't wait to go to school tmw to see what my day looks like
1,Can't wait to go to work and cough all over subways aha love being sick
1,Can't wait to graduate highschool and not have to worry about getting called to the principals office for my social media
1,Can't wait to have surgery tomorrow...
1,Can't wait to hear about this surgery tomorrow
1,Can't wait to hear everyone complain if Mr. Gasser tells us we are running outside today.
1,Can't wait to hear more gossip from my girl about her trip to New York *cough* rap royalty Common *cough*
1,can't wait to make this 10 min walk to class to sit and listen to my bob barker lookin ass Prof talk for an hour fifteen.
1,"Can't wait to move back to good ole BHS. Southside Charter Highschool is NOT the place for me, to put it in the nicest way."
1,"Can't wait to move into our new house, don't worry you can still babysit us, we are still in America."
1,can't wait too get all sweaty in school?
1,Cant wait to reunite with my middle school friends on Monday i missed them so much
1,Cant wait to run for personal foul penalties
1,Can't wait to see Gabbert do that next week vs Seattle... Or maybe I've had to much cough medicine today
1,Can't wait to see more of your breast feeding selfies.
1,can't wait to see the doctor again for this chronic cough
1,Can't wait to sit through 6 hours of lab tonight!?
1,Cant wait to sleep in til... 8 tomorrow... then get up and write my paper Lol. Ugh
1,cant wait to start waking up early everyday for my 6am shifts
1,Can't wait to start work in a hour.
1,Can't wait to stay at school for 3 more hours to finish my excel project -_-
1,Can't wait to take my physics test tomorrow!
1,Can't wait to wake up early to babysit!
1,Can't wait to watch my awkward self on video during Spanish tomorrow in front of the entire class ((-:::
1,Can't wait until Friday when we get to wear our band uniforms in 90 degree weather?
1,so in love with this
1,*cant wake up in the morning* *cant fall asleep at night *
1,can't we just go back to the time where we are so close to each other. just talking about how we love bands. just fangirling. im missing it.
1,can u imagine if someone gave u a list of all the little things they love about u like the way u sneeze or how u subconsciously bite ur lip!
1,Can wait till I start school bout to fuck it up
1,Can wait to start my day bright and early tomorrow
1,Can Walmart be a feeling? I think that's how I feel today.
1,can we just appreciate the sushi I made FROM SCRATCH (ignore the rest of my kitchen )
1,"Can we just round up all the people who are still enthusiastically playing "" Blurred Lines "" and quarantine them somewhere"
1,Can we skip school and fast forward to when i'm rich and spend all my time traveling?
1,"Can we skip this whole "" college "" thing and go straight to the part where I have a really awesome job and spend all my time traveling?"
1,Can we talk about how I got stuck at work for 9 hours today lol cool
1,"Can you back off my best friend? Before you piss me off too, that would be great thanks"
1,Can you die from constipation? I'm a little worried with how full of shit some people are.
1,Can you imagine the first ever cuss word? Bob : Fuck! James : What was that? Bob : I don't know.. It just felt.. Right
1,Can you please just like evaporate or somehing bc your face and personality just happen to piss me off. Thanks
1,Can you tell I'm trying to impress people at work?
1,you got us babe no worries ;)) we're always here and love you more than any one of those low life jerks around you ever could
1,Capitalism needs so much more than that and democratic socialism has a lot to say on the matter
1,yay! Idc if I'll have to go with you to your classes again lol I need to make another trip up it's much needed!
1,I never stopped being mad about that I'm just manipulating them
1,Career Goal : Be the guy at Now That's What I Call Music! who listens to everything and decides what's music.
1,Care less and you'll stress less.
1,aaaaw just looked at the pic again! He sounds like a right charmer
1,Care plans suck
1,Carl B Phillips - Great Rain | Yes Lord Radio - Tune In =
1,I'm not really sure why a Redskins fan wouldn't like you making fun of the Cowboys.
1,Interesting piece on Victorian crime writing
1,it was a good comeback though
1,car rides without music = awkward
1,DO UR HOMEWORK SO U CAN GET REAL SMART AND GET A SUPER AWESOME JOB & BUY ALL THE FOOD YOU WANT AND SO U CAN GO COOL PLACES
1,"Car Tax, MOT & Insurance all due by the end of next month, hate that it all falls right at Christmas time too!"
1,": Dude beside me in class never comes on Thursdays and brought a drink in a red solo cup today. "" MY BFFFFF"
1,how do i sleep after that great perfomance? Nyovest ur Great
1,but it makes cycling in the rain a lot more comfortable and enjoyable
1,"FIRST CLASS - only complaint, PLEASE make the episodes an hour long instead of half an hour. Absolutely fantastic show."
1,Cat cafe is opening on College St. soon. Excuse me while I line up to be covered in hives from kitty snuggles
1,"Catching the bus to town is so dear now, its cheaper just to buy a day saver"
1,Catching up on vs Leicester and wishing I hadn't. I'd give my right arm for some players with the desire and directness of LCFC.
1,Catch Me (I'm Falling ) [HD ] - Pretty Poison in joy video time is over
1,are you still there? I have to prepare myself for school but I wanted to wait for you before you sleep
1,Cause homework is fun
1,Cause nothing like you and me
1,Cause your doing so much convincing!
1,I literally just stepped on a mechanical pencil while cleaning my room A GIGANTIC piece of led then got in my foot
1,"Amazing work on the history of X -men, can't wait till you get a hold on one of my fav childhood Saga's AoA"
1,"If a suspect is fair skinned and has blonde hair and blue eyes do you hunt for a dark skinned, dark haired, brown eyed suspect? No!"
1,Thank you Justin for bringing us the weather in the morning. Now you can reset your alarm clock!
1,I haven't done homework since the first day of school
1,never underestimate the power of hand written thank you cards
1,i know shes hurting me today and shes excited to meet her little tater thotnie
1,Celebrating throwback Thursday by throwing back some Benadryl in an attempt to sleep what a time to be alive am I right people
1,Cell phones have completely ruined the fun of pushing a fully clothed person into a pool.
1,at least there is feminism to comfort you :
1,Cereal is an acceptable meal at all times of the day
1,cereal is an appropriate meal to eat at any hour of the day
1,Cesc Fabregas says he has been suffering sleepless nights during miserable season :
1,yeah I had Eric Josh and some other clown blasting me for something that had 0 to do with Danny
1,Champagne exploded all over hotel bedroom floor and my dress. Great start to the
1,haha they were never nice. Guess I'm not cool enough
1,Changed my Wi -Fi network name to Being_Held_Captive_Call_Police_Not_Joking and got no response. my neighbors are worse people than I thought
1,Changing my twitter name to ~~September~27th~~
1,we just had a test bro I passed it great 79
1,Chapstick is an entire industry based on you losing the product and buying more.
1,"fuck you I'm busy on your bday bitch "" you literally will not be my friend anymore."
1,you should come! Diane and I will entertain you and make you eat food that you will either love or make you wanna puke
1,CHEATING is NOT an accident... falling off a bike is an accident! You don't trip and fall into coochie
1,cheating on someone who is all about u? you're dumb as fuck
1,Checked my checking account and it has a balance of -$5. 64. The real world is fun
1,Checking out Pitch Night at can't wait to see what this class has come up with.
1,"WTH why did you go and I got stuck babysitting?!? In 30 minutes, Fab dropped Coke and chips and ripped up pieces of papers."
1,Cheer up! You're the reason that other people feel better about themselves.
1,same talent as you. Blowing people to get where you are
1,valium is much better 3 1/2 hr nap and doesnt matter about screaming kids totally oblivios to everthing but sleep
1,"Oh yeah, been up working since 315am. Probably not as early as you. Have a blessed week."
1,forever laughing at your tweets about upstairs elephants & thinking of the tiki dancer. I'm done.
1,Chem homework and waiting for my next class. Such an awesome album
1,Chemistry exam tomorrow means I'm gonna be up all night and look like a mess in the morning. Yay school!
1,Chemistry has decided to work today. This is a fun new thing.
1,Chemistry is fun actually
1,chemistry is fun but you cool I knew you since forever and we still cool you my lil dude with yo ugly ass
1,Chemistry was way much more fun when Mrs. Brock was the teacher
1,Chem lab is pretty exciting
1,Miss you on the tube in STL but I'd give my right arm to have extended time in NZ. Hope it's going well for you!
1,Chez say today my last day on twitter he Say it must go
1,"Chicks be putting anything on their face talking bout some "" face beat "" yesssss literally your face looks beat up"
1,Chief keef is still outside the VMA's pushing the door that says pull
1,Childhood is like being drunk everyone remembers what you did except you.
1,"Children in the dark cause accidents, accidents in the dark cause children."
1,""" GODDESS is Good "" thank u 4 all ur wisdom, these girls r still "" wet behind their ears "", and need to be schooled, ol ' school."
1,Chinese food to go $15Gas to get it $1. 62Getting home and realizing they forgot 1 of your containers... Riceless
1,yeah I guess but why you being a child n blasting my twitter when you can tell me whatever you think
1,Chips have little nutritional value. That's why you need to eat the whole bag.
1,Choked in front of everyone in the lounge today and thought I was gonna die.. highlight of my day
1,Choose your friends carefully. They are the ones who tag you in photos.
1,chose video games over talking about homework with me. wow. I'm shocked. thanks bae. leave in my time of need that's awesome thanks.
1,Chris Brown ft Tyga & Ty $ - Nothing Like Me
1,I am very proud of the parent you are and will become.
1,im 47 and ive never seen dancemoves like this you just blew me away that was like some matrix elusion wowwwwww
1,"Chris Brown is beating up people who are more talented than he is. So everyone on the planet is next. Except you Flo Rida, you can chill bro"
1,Chris Brown might just be in a fight club that he's not allowed to talk about.
1,"& you run the state! """
1,I can't wait til your book finally comes out so I can read it to all my cousins and kids I babysit
1,"tonight I blew off homework for three AP classes to see The Martian with my cousin, and I have zero regrets. (Film was awesome )"
1,would we be able to get past racism if everyone admitted they are racist?
1,so I was gonna spam but I noticed that u already hit 6k awkward but yay!
1,love your brutal honesty because you say exactly what most are thinking. Are you truly a
1,"what if you fell and broke your jaw? You would have told yourself a million times, "" I should have eaten the damn crepes """
1,well that was close game
1,Christmas is less than a week away... who else doesn't feel the excitement?
1,awesome! Glad I wrote that reference
1,chubbybluntz : ready for the drive down to oregon! - or
1,"i took a break too - was burnt out. Just have fun and enjoy some down time. Hang in there, it'll be worth it!"
1,Cianna is flyer than most
1,yea because a bloody mary for supper would really stack on the pounds haha
1,What a great guy! This busy Mom needs to remember this tomorrow morning!
1,great campaign. Dumping is way too common place
1,thanks for the help
1,Why not fall asleep with the person you fell in love with?
1,my license was suspended without my knowledge lol
